county_name,total,under1,under10k,under25k,under50k,under75k,under100k,under200k,over200k,fipscode
Bland County,2600,40,380,590,690,450,250,200,0,51021
Botetourt County,16090,180,2280,2880,3510,2450,1920,2410,460,51023
Bristol city,7200,110,1430,2060,1780,880,500,370,70,51520
Brunswick County,6480,90,1000,1880,1910,810,410,320,60,51025
Buchanan County,7990,80,1420,2140,1800,1160,730,580,80,51027
Buckingham County,6150,80,980,1660,1890,720,410,360,50,51029
Buena Vista city,2780,20,530,790,790,360,180,110,0,51530
Campbell County,24840,240,3960,6100,6410,3560,2230,2100,240,56005
Caroline County,13720,140,1940,2960,3630,2020,1420,1460,150,51033
Carroll County,11950,160,2000,3500,3180,1680,850,500,80,51035
Charles City County,3530,30,470,870,990,530,300,280,60,51036
Charlotte County,5070,120,790,1500,1370,650,360,230,50,51037
Charlottesville city,19590,300,3070,4510,4950,2440,1370,1990,960,51540
Chesapeake city,109560,900,14580,22340,25580,15830,11410,16050,2870,51550
Chesterfield County,159480,1480,21580,28510,35650,23000,17180,25640,6440,51041
Clarke County,6990,150,1000,1140,1400,960,690,1280,370,51043
Colonial Heights city,9000,90,1340,2120,2390,1300,800,880,80,51570
Covington city,2820,0,520,820,710,400,210,160,0,51580
Craig County,2210,30,320,510,600,350,220,180,0,51045
Culpeper County,21710,300,3040,4570,4850,3050,2230,3100,570,51047
Cumberland County,4230,50,700,1110,1280,520,300,240,30,51049
Danville city,18250,190,3460,6150,4510,1910,940,840,250,51590
Dickenson County,5070,50,930,1270,1230,840,420,290,40,51051
Dinwiddie County,12660,110,1630,2920,3450,2020,1240,1170,120,51053
Emporia city,2570,0,500,880,700,240,120,110,20,51595
Essex County,5330,90,790,1400,1410,700,400,460,80,51057
Fairfax County,543230,6690,65640,75100,92990,67530,53390,116970,64920,51059
Fairfax city,12240,150,1600,1930,2230,1560,1210,2500,1060,51600
Falls Church city,6260,60,690,620,840,820,570,1540,1120,51610
Fauquier County,33170,540,4260,5180,6070,4310,3560,6990,2260,51061
Floyd County,6660,120,1060,1630,1720,1020,610,440,60,51063
Fluvanna County,11720,120,1470,2050,2860,1880,1460,1670,210,51065
Franklin County,23450,390,3540,5450,6020,3330,2090,2190,440,53021
Franklin city,3830,30,650,1130,990,440,250,280,60,51620
Frederick County,38610,490,5510,7370,8750,5600,4200,5620,1070,51069
Fredericksburg city,12400,130,1700,2880,3040,1590,1030,1540,490,51630
Galax city,2950,30,580,970,730,300,160,140,40,51640
Giles County,7360,80,1040,1810,1990,1150,720,490,80,51071
Gloucester County,18230,200,2540,3820,4250,2810,2080,2240,290,51073
Goochland County,10410,200,1320,1610,1870,1190,1030,1970,1220,51075
Grayson County,6130,120,1110,1740,1640,880,370,240,30,51077
Greene County,8660,100,1110,1800,2140,1290,970,1100,150,51079
Greensville County,3670,40,580,1060,1130,450,240,150,20,51081
Halifax County,14880,170,2400,4070,4170,1890,1140,880,160,51083
Hampton city,65200,610,9040,16870,18050,9240,5430,5350,610,51650
Hanover County,50080,580,7080,8110,9900,6820,5690,9610,2290,51085
Harrisonburg city,17140,160,3060,4960,4640,1930,1020,1100,270,51660
Henrico County,158970,1640,21260,32640,38780,22210,14420,20590,7430,51087
Henry County,22070,240,3840,6910,5870,2630,1410,980,190,51089
Highland County,1070,50,190,260,250,140,80,100,0,51091
Hopewell city,10300,80,1660,3110,2990,1280,640,500,40,51670
Isle of Wight County,17270,160,2250,3130,3640,2550,2020,3000,520,51093
James City County,35780,400,4760,6050,6430,4450,3970,7340,2380,51095
King George County,11250,90,1430,1920,2060,1500,1500,2380,370,51099
King William County,7960,90,1030,1500,1990,1320,1000,910,120,51101
King and Queen County,3180,40,450,750,880,480,270,270,40,51097
Lancaster County,5820,110,840,1450,1250,680,510,710,270,51103
Lee County,7750,100,1450,2220,1990,1040,540,360,50,51105
Lexington city,2410,50,390,520,490,320,180,350,110,51678
Loudoun County,165280,1740,19230,19010,24180,18800,16400,43720,22200,51107
Louisa County,15230,200,2050,3190,3770,2270,1550,1900,300,51109
Lunenburg County,4830,60,770,1430,1320,640,330,240,40,51111
Lynchburg city,31050,380,5720,8440,7520,3670,2050,2400,870,51680
Madison County,6000,100,880,1260,1510,880,560,680,130,51113
Manassas Park city,7380,50,980,1560,1940,1180,700,830,140,51685
Manassas city,20490,150,2730,4350,5130,3060,1790,2710,570,51683
Martinsville city,6100,90,1210,2050,1450,620,270,280,130,51690
Mathews County,4180,80,600,850,920,640,440,550,100,51115
Mecklenburg County,13370,260,2160,3730,3560,1670,980,830,180,51117
Middlesex County,5220,100,830,1210,1150,770,480,530,150,51119
Montgomery County,34240,400,5490,7730,7600,4600,3230,4150,1040,51121
Nelson County,7230,130,1000,1720,1790,950,630,780,230,51125
New Kent County,9780,130,1150,1620,2010,1480,1260,1760,370,51127
Newport News city,85410,630,12730,22840,23530,11620,6640,6470,950,51700
Norfolk city,103500,1000,15890,32460,27840,11760,6050,6510,1990,51710
Northampton County,5760,110,1050,1700,1400,590,350,420,140,51131
Northumberland County,5970,110,800,1450,1340,800,560,740,170,51133
Norton city,1730,0,330,500,410,220,130,120,20,51720
Nottoway County,6250,80,1030,1800,1720,720,430,420,50,51135
Orange County,16340,190,2160,3350,3930,2490,1770,2100,350,51137
Page County,10620,140,1800,2740,2800,1520,870,660,90,51139
Patrick County,7310,120,1240,2110,2000,980,470,320,70,51141
Petersburg city,16510,160,3070,5740,4660,1550,700,570,60,51730
Pittsylvania County,26580,280,4070,6960,7090,3890,2300,1750,240,51143
Poquoson city,5970,80,850,880,990,860,690,1280,340,51735
Portsmouth city,45790,370,6350,13860,12720,6250,3250,2650,340,51740
Powhatan County,12770,180,1700,2030,2520,1830,1520,2410,580,51145
Prince Edward County,7800,120,1350,2160,2030,960,560,520,100,51147
Prince George County,15100,120,1850,2750,3930,2410,1740,2090,210,51149
Prince William County,205320,1540,25370,34280,41610,28420,21430,41110,11560,51153
Pulaski County,14430,130,2250,3560,3630,2290,1320,1100,150,51155
Radford city,5190,40,1120,1280,1130,620,440,470,90,51750
Rappahannock County,3610,110,480,670,780,480,370,510,210,51157
Richmond County,3380,60,490,860,940,470,260,270,30,51159
Richmond city,98100,1180,16910,28070,25720,10350,5280,6980,3610,51760
Roanoke County,45790,490,6450,8800,10260,6950,5160,6110,1570,51161
Roanoke city,46600,460,7850,14040,12920,5340,2680,2430,880,51770
Rockbridge County,9900,150,1590,2350,2440,1320,880,940,230,51163
Rockingham County,35880,410,5000,7890,9350,5510,3470,3500,750,51165
Russell County,10060,110,1710,2540,2480,1540,850,740,90,51167
Salem city,11750,110,1810,2680,2990,1640,1050,1160,310,51775
Scott County,8320,90,1500,2250,2090,1230,650,460,50,51169
Shenandoah County,20260,340,2990,4690,5240,2980,1870,1870,280,51171
Smyth County,12840,130,2290,3480,3590,1810,850,590,100,51173
Southampton County,7630,100,1070,1820,2020,1120,750,680,70,51175
Spotsylvania County,59370,590,8420,10840,12040,8130,6570,10770,2010,51177
Stafford County,62320,500,8170,10500,10840,7920,6750,14240,3400,51179
Staunton city,11650,140,1810,2950,3080,1670,930,870,200,51790
Suffolk city,39150,300,5220,8370,8880,5690,4100,5520,1070,51800
Surry County,3180,30,480,710,820,450,340,320,30,51181
Sussex County,4390,60,660,1250,1230,570,330,250,40,51183
Tazewell County,16440,180,2720,4100,4080,2280,1410,1320,350,51185
VIRGINIA,3834510,42020,524840,775100,856760,519810,359900,557220,198860,51000
Virginia Beach city,219580,2350,29000,46220,55250,31610,20660,27240,7250,51810
Warren County,18070,240,2620,3790,4050,2650,1970,2420,330,51187
Washington County,22580,280,3680,5490,5720,3190,1760,1930,530,55131
Waynesboro city,10230,80,1660,2610,2890,1340,780,730,140,51820
Westmoreland County,8380,130,1190,2210,2010,1130,770,810,130,51193
Williamsburg city,5180,80,800,1270,1180,610,380,610,250,51830
Winchester city,13320,170,2150,3440,3430,1600,890,1180,460,51840
Wise County,13960,110,2550,3750,3290,2040,1140,910,170,51195
Wythe County,12630,180,2100,3290,3330,1800,1050,740,140,51197
York County,31480,290,4280,4970,6250,4360,3580,6360,1390,51199
Addison County,18520,340,3060,3600,4580,2680,1800,1980,480,50001
Bennington County,18500,410,3500,4120,4420,2390,1420,1690,550,50003
Caledonia County,14570,280,2670,3360,3830,2010,1170,1040,210,50005
Chittenden County,82670,1080,12240,14950,20030,11300,8080,11470,3520,50007
Essex County,2880,90,550,780,750,360,210,140,0,51057
Franklin County,24090,350,3790,4820,6240,3620,2500,2470,300,53021
Grand Isle County,3890,70,590,730,950,540,400,470,140,50013
Lamoille County,13320,290,2250,2930,3360,1810,1110,1180,390,50015
Orange County,14760,310,2520,3090,3810,2170,1370,1230,260,51137
Orleans County,13400,370,2590,3430,3380,1800,910,740,180,50019
Rutland County,31170,580,5500,7110,7520,4560,2700,2640,560,50021
VERMONT,321470,5860,53470,66070,79830,44980,29170,33290,8800,50000
Washington County,30750,500,4840,5890,7880,4510,2960,3370,800,55131
Windham County,22660,540,4010,5170,5670,3090,1820,1880,480,50025
Windsor County,30360,670,5360,6110,7420,4160,2700,3010,930,50027
Adams County,8190,100,1090,2210,2590,1070,480,540,110,55001
Asotin County,9900,140,1480,2390,2440,1420,930,900,200,53003
Benton County,81830,850,10560,17330,17940,11380,8660,12480,2630,53005
Chelan County,36050,640,5650,9090,8650,4770,2920,3310,1020,53007
Clallam County,33750,750,4700,7570,8110,5230,3370,3400,620,53009
Clark County,203390,3010,25090,40690,48000,31700,21600,26880,6420,55019
Columbia County,1740,50,230,410,420,270,180,150,30,55021
Cowlitz County,44080,590,6430,10120,10250,6660,4600,4730,700,53015
Douglas County,18010,270,2510,5000,4270,2360,1560,1730,310,55031
Ferry County,2740,90,470,610,690,400,230,220,30,53019
Franklin County,35270,320,4570,9620,9860,4720,2780,2910,490,53021
Garfield County,970,30,140,190,240,160,100,110,0,53023
Grant County,39810,530,5850,10530,11050,5250,3010,2970,620,55043
Grays Harbor County,28890,470,4420,7100,7200,4360,2610,2390,340,53027
Island County,38170,720,4460,7600,9140,5800,4190,5120,1140,53029
Jefferson County,15360,450,2250,3160,3380,2240,1540,1860,480,55055
King County,1039880,15130,120730,168880,226600,144030,99580,181070,83860,53033
Kitsap County,117740,1630,14010,21920,26850,18940,13330,17200,3860,53035
Kittitas County,17420,390,3120,3710,3810,2470,1710,1850,360,53037
Klickitat County,9460,210,1380,2060,2290,1490,880,930,220,53039
Lewis County,32440,580,4850,7700,8310,4940,3030,2640,390,54041
Lincoln County,4560,120,690,870,1010,740,510,540,80,56023
Mason County,25610,400,3390,5500,6480,4210,2720,2550,360,54053
Okanogan County,18050,430,2980,4900,4800,2310,1240,1150,240,53047
Pacific County,9300,240,1420,2370,2290,1290,840,710,140,53049
Pend Oreille County,5250,130,870,1210,1250,760,500,460,70,53051
Pierce County,382420,4600,47650,77320,97450,58450,38480,48810,9660,55093
San Juan County,8590,360,1310,1680,1820,1120,780,1030,490,53055
Skagit County,56280,990,7670,11830,13680,8300,5700,6700,1410,53057
Skamania County,4700,60,650,990,1020,780,520,570,110,53059
Snohomish County,356750,4570,43260,61660,81460,54610,40220,58830,12140,53061
Spokane County,217580,3250,32210,49900,53420,30830,19870,22440,5660,53063
Stevens County,17800,430,2780,4170,4240,2640,1720,1550,270,53065
Thurston County,125750,1660,15580,24230,30540,20440,13900,16550,2850,53067
WASHINGTON,3292800,48160,422670,645030,773270,478430,324530,457990,142720,53000
Wahkiakum County,1730,50,290,330,390,280,170,200,20,53069
Walla Walla County,25100,450,3790,5830,6010,3600,2310,2520,590,53071
Whatcom County,95940,1900,14530,20370,22270,13590,9370,11200,2710,53073
Whitman County,16410,280,3170,3470,3520,2170,1560,1870,370,53075
Yakima County,106030,1270,16470,30540,29570,12670,6830,6930,1750,53077
Adams County,9020,180,1720,2290,2180,1320,710,520,100,55001
Ashland County,7490,110,1410,1960,1950,1020,540,420,80,55003
Barron County,22460,390,3820,5200,5860,3320,1910,1640,320,55005
Bayfield County,7700,170,1350,1760,1770,1120,740,650,140,55007
Brown County,126000,1230,19980,26180,31130,17950,12580,13400,3550,55009
Buffalo County,6620,190,1110,1280,1820,1040,600,520,60,55011
Burnett County,7700,160,1380,1940,1790,1130,690,540,70,55013
Calumet County,23690,240,3590,3920,5040,3880,3010,3420,590,55015
Chippewa County,30200,450,4790,6450,7580,4730,3020,2710,470,55017
Clark County,14860,430,2330,3350,4160,2340,1230,860,160,55019
Columbia County,29490,450,4710,5580,7150,4610,3170,3260,560,55021
Crawford County,7840,220,1510,1940,1940,1120,580,430,100,55023
Dane County,257280,2940,34970,45830,58850,37340,27390,38800,11160,55025
Dodge County,42320,640,6370,8170,10990,7100,4620,3900,530,55027
Door County,15470,390,2570,3250,3540,2280,1550,1500,390,55029
Douglas County,20600,210,3150,4970,5110,3080,2000,1840,240,55031
Dunn County,18730,300,3100,3880,4630,2920,1940,1690,270,55033
Eau Claire County,47300,560,8090,10620,11530,6610,4360,4330,1200,55035
Florence County,2210,60,410,440,570,340,180,170,40,55037
Fond du Lac County,50110,590,7910,10000,12290,8030,5520,4880,890,55039
Forest County,4240,70,750,1020,1010,540,460,330,60,55041
Grant County,22460,580,3710,5180,5450,3470,2100,1690,280,55043
Green County,18570,440,3040,3550,4370,2930,1900,1970,370,55045
Green Lake County,9270,220,1590,1910,2360,1440,890,700,160,55047
Iowa County,11700,280,1890,2360,2780,1770,1250,1160,210,55049
Iron County,3040,60,590,740,760,440,220,200,30,55051
Jackson County,9620,200,1460,2560,2470,1360,840,610,120,55053
Jefferson County,40280,510,6160,8060,9850,6390,4440,4210,660,55055
Juneau County,12130,230,2210,2910,3210,1770,1040,640,120,55057
Kenosha County,78950,880,13660,17190,17730,10900,7490,9350,1750,55059
Kewaunee County,10000,180,1550,1840,2610,1640,1090,920,170,55061
La Crosse County,55120,570,8970,12040,13280,7980,5430,5470,1380,55063
Lafayette County,8210,270,1350,1780,2110,1260,770,560,110,55065
Langlade County,9560,170,1890,2230,2380,1420,770,560,140,55067
Lincoln County,14000,220,2340,3000,3410,2260,1440,1180,150,56023
Manitowoc County,39930,480,6700,8140,10080,6220,4100,3520,690,55071
Marathon County,66360,960,10840,13560,16190,10030,6800,6480,1500,55073
Marinette County,20260,320,3520,4700,5330,3070,1770,1340,210,55075
Marquette County,7520,230,1270,1730,1850,1220,690,450,80,55077
Menominee County,1720,0,370,610,440,160,80,60,0,55078
Milwaukee County,450140,4580,72460,118560,116100,59500,33340,36620,8980,55079
Monroe County,21230,360,3380,4770,5720,3270,2040,1450,240,55081
Oconto County,18190,290,2870,3540,4610,2910,2040,1700,230,55083
Oneida County,19360,280,3350,4470,4510,2870,1810,1640,430,55085
Outagamie County,91340,870,14420,17610,21160,14240,9940,10660,2440,55087
Ozaukee County,45300,690,7080,6670,8150,6110,4820,7910,3870,55089
Pepin County,3470,70,540,720,860,580,340,300,60,55091
Pierce County,18700,290,2810,3350,4060,2800,2220,2690,480,55093
Polk County,21420,410,3460,4530,5220,3370,2150,1970,310,55095
Portage County,33210,410,5790,6990,7420,5040,3480,3410,670,55097
Price County,6980,140,1300,1490,1830,1110,610,450,50,55099
Racine County,94730,1010,15800,20560,21700,13410,9350,10760,2140,55101
Richland County,7860,220,1320,1750,2130,1190,720,440,90,55103
Rock County,77390,830,12640,17610,19650,11290,7390,6820,1160,55105
Rusk County,6600,170,1170,1610,1830,930,490,350,50,55107
Sauk County,32840,530,5570,7350,8200,4740,3070,2860,520,55111
Sawyer County,8260,190,1440,2090,2020,1140,660,590,130,55113
Shawano County,19550,360,3200,4430,5180,3020,1840,1310,210,55115
Sheboygan County,57740,640,9770,11400,13880,9150,6140,5610,1150,55117
St. Croix County,41670,530,5740,6690,8540,6360,5040,7080,1690,55109
Taylor County,8990,210,1410,1890,2510,1430,830,590,120,55119
Trempealeau County,15140,310,2210,3090,4550,2210,1390,1160,220,55121
Vernon County,13300,370,2210,2970,3440,1970,1200,990,150,55123
Vilas County,11340,290,2190,2640,2680,1520,920,880,220,55125
WISCONSIN,2798200,36850,446040,587690,667000,409190,274220,302820,74390,55000
Walworth County,48690,840,8360,10110,11430,7040,4610,5100,1200,55127
Washburn County,8120,170,1420,1900,2050,1170,720,590,100,55129
Washington County,68160,750,10120,11170,14450,10610,8250,10570,2240,55131
Waukesha County,203530,2390,30440,30150,38000,28490,23570,37500,12990,55133
Waupaca County,25280,410,4150,5230,6180,4110,2610,2230,360,55135
Waushara County,11130,280,2000,2530,2800,1660,990,740,130,55137
Winnebago County,81680,750,12970,17540,19780,12550,8090,7960,2040,55139
Wood County,37000,440,6350,8180,8840,5840,3650,3020,680,55141
Barbour County,6460,70,1170,1750,1590,930,510,400,40,54001
Berkeley County,50500,530,7780,10860,12440,7860,5180,5220,630,54003
Boone County,8590,40,1390,2190,1840,1300,970,790,70,54005
Braxton County,5400,80,1010,1500,1270,760,410,320,50,54007
Brooke County,10760,70,1810,2700,2610,1610,980,830,150,54009
Cabell County,40560,380,7740,10510,8990,5340,3200,3380,1020,54011
Calhoun County,2610,40,400,720,620,380,230,200,20,54013
Clay County,3240,30,560,920,810,460,260,200,0,54015
Doddridge County,2860,20,440,680,710,460,270,240,40,54017
Fayette County,17480,150,3180,4880,4240,2500,1360,1030,140,54019
Gilmer County,2600,30,500,660,630,400,200,150,30,54021
Grant County,4990,60,850,1300,1340,730,380,290,40,55043
Greenbrier County,15330,210,2670,4140,3850,2140,1130,950,240,54025
Hampshire County,9690,180,1750,2400,2560,1420,740,550,90,54027
Hancock County,15020,140,2550,3690,3790,2170,1390,1150,140,54029
Hardy County,6320,130,1050,1790,1710,840,420,330,50,54031
